company_name;industry;address;phone;website;municipality;data_source;source_file
ALP Gabinete De Projectos - ARQUITETURA;Corporate office;"edifício ""Prestige, Alameda Nuno de Brion 2, 2530-875 Lourinhã, Portugal";+351 261 413 623;https://www.alp-projectos.com/;lourinha;Google Maps;google_maps_lourinha.csv
celiavicentearquiteta;Architect;;+351 967 501 082;;lourinha;Google Maps;google_maps_lourinha.csv
Martina Arch | Lisboa;Architect;Praça, Lgo Adelino Amaro da Costa 8 2ºD, 1100-006 Lisboa, Portugal;+351 924 234 507;https://www.martinaarch.com/;mafra;Google Maps;google_maps_mafra.csv
OTK Arquitectos Lda;Architect;Rua Arquiteto Ludovice 2, 2640-582 Mafra, Portugal;+351 261 812 310;http://www.otk-arquitectos.pt/;mafra;Google Maps;google_maps_mafra.csv
Joaquim Caracol;Architect;R. Primeiro de Dezembro 9, 2640-454 Mafra, Portugal;+351 261 812 687;;mafra;Google Maps;google_maps_mafra.csv
Arte´S - Arquitectura & Feng Shui;Architect;Av. da Liberdade 3B, 2640-774 Mafra, Portugal;;https://artesarquitecturafengshui.com/;mafra;Google Maps;google_maps_mafra.csv
nocnoc studio;Architecture firm;R. do Chafariz Grande, Barreiralva, 2640-416 Mafra, Portugal;+351 968 879 943;https://nocnocstudio.com/;mafra;Google Maps;google_maps_mafra.csv
Nunes Toral Arquitectos;Architect;R. Pedras Amarelas 4, Barreiralva, 2640-416 Mafra, Portugal;+351 261 055 900;https://www.nunestoral.com/;mafra;Google Maps;google_maps_mafra.csv
not-atelier;Architect;2640-817 Mafra, Portugal;+351 913 315 565;http://www.not-atelier.com/;mafra;Google Maps;google_maps_mafra.csv
SFF ARQUITETURA;Architect;terreiro dom João V numero 15 terceiro direito, 2640-492 Mafra, Portugal;+351 968 146 825;http://sffarquitetura.pt/;mafra;Google Maps;google_maps_mafra.csv
Helmrich's Interior Design;Architecture firm;R. do Fontanário 1, 2640-401 Ericeira, Portugal;+351 962 976 678;http://www.helmrichs.pt/;mafra;Google Maps;google_maps_mafra.csv
Forma 04 - Arquitectos;Architect;Av. 25 de Abril 1 1 andar C, 2640-456 Mafra, Portugal;;;mafra;Google Maps;google_maps_mafra.csv
Domingues Rolo Arquitectos Lda;Architect;R. Prof. Egas Moniz Nº10 Loja B, 2640-477 Mafra, Portugal;+351 916 623 645;http://www.drarquitectos.pt/;mafra;Google Maps;google_maps_mafra.csv
a+ arquitectura;Architect;R. Paroquial n.º 5 R/C, 2665-260 Malveira, Portugal;+351 965 664 400;https://www.arquitectura-positiva.com/;mafra;Google Maps;google_maps_mafra.csv
Arquitetura e Engenharia;Architect;Patio do Escondidinho 4, 2640-473 Mafra, Portugal;+351 966 021 763;;mafra;Google Maps;google_maps_mafra.csv
SER arquitetos;Architect;R. Aquilino Ribeiro 10 Dto, 2640-457 Mafra, Portugal;+351 966 276 296;http://serarquitetos.pt/;mafra;Google Maps;google_maps_mafra.csv
LUXE Design - Atelier;Interior designer;R. José Elias Garcia 4, 2640-495 Mafra, Portugal;+351 919 920 126;https://www.luxe-design.pt/;mafra;Google Maps;google_maps_mafra.csv
mesmo atelier;Architecture firm;;;http://mesmoatelier.pt/;mafra;Google Maps;google_maps_mafra.csv
Paulo JLC . Arquitetura;Architecture firm;;+351 965 439 188;https://paulo-jlc-arquiteto.webnode.pt/;mafra;Google Maps;google_maps_mafra.csv
Sancovedras - Excelência na Decoração;Interior designer;Showroom, R. Prof. Guilherme de Assunção 2, 2640-542 Mafra, Portugal;+351 261 814 354;https://www.sancovedras.pt/;mafra;Google Maps;google_maps_mafra.csv
Milene Silva - Arquitectura;Architect;EN 247, Nr 31, Ribamar, 2640-027 Mafra, Portugal;+351 919 710 786;http://www.milenesilva.com/;mafra;Google Maps;google_maps_mafra.csv
A-Design;Advertising agency;;+351 929 077 881;http://www.a-design.pt/;mafra;Google Maps;google_maps_mafra.csv
AT.93 - Atelier de Arquitectura e Engenharia Lda.;Architect;EN116, Quinta dos Leitões, 2655-450 Ericeira, Portugal;+351 21 134 9207;http://www.at93.pt/;mafra;Google Maps;google_maps_mafra.csv
BMA Group Lisboa - Magic Place;Construction company;Rua Rui Teles Palhinha 10 2.º F, 2740-278 Porto Salvo;912 424 724;http://www.bmagrouplisboa.pt/;mafra;Google Maps;google_maps_mafra.csv
Urban Jungle;Garden center;R. José Luis Crespo 2A, 2655-347 Ericeira, Portugal;+351 915 772 089;https://urbanjungle.pt/contacte-nos/;mafra;Google Maps;google_maps_mafra.csv
Mercado Municipal de Mafra;Market;R. José Elias Garcia, 2640-495 Mafra, Portugal;;https://www.cm-mafra.pt/pages/880;mafra;Google Maps;google_maps_mafra.csv
Rolo & Filhos Ii Sa;Graphic designer;R. Dr. António Fernandes Cura, 2640-486 Mafra, Portugal;+351 261 816 500;;mafra;Google Maps;google_maps_mafra.csv
Espaço.Detalhes - Decoração de Interiores;Interior designer;R. dos Bombeiros Voluntários de Mafra 8A, 2640-462 Mafra, Portugal;+351 261 140 635;;mafra;Google Maps;google_maps_mafra.csv
Planimetrica - Arquitetura;Architect;;+351 21 986 1159;;mafra;Google Maps;google_maps_mafra.csv
Studio Suvelle;Graphic designer;R. da Coroa, 2640-573 Mafra, Portugal;+351 961 624 283;https://www.studiosuvelle.com/contacto;mafra;Google Maps;google_maps_mafra.csv
Rodrigues Design;Graphic designer;Rua Cidade Frehel, 8, 1º FR, 2640-469 Mafra, Portugal;+351 933 265 893;http://www.rodriguesdesign.pt/;mafra;Google Maps;google_maps_mafra.csv
Wild Renew;Interior designer;MAFRA PT, 2665-411 Venda do Pinheiro, Portugal;+351 910 236 619;https://sites.google.com;mafra;Google Maps;google_maps_mafra.csv
Companhia das Obras;Home builder;Av. Dr. Francisco Sá Carneiro 12, 2644-006 Mafra, Portugal;+351 261 858 671;http://www.companhiadasobras.pt/;mafra;Google Maps;google_maps_mafra.csv
SOA Arquitetura;Architect;;+351 916 001 958;http://soaarquitetos.wixsite.com/soaarquitetura;mafra;Google Maps;google_maps_mafra.csv
Pavilhão de Caça;Tourist attraction;Mafra, Portugal;;;mafra;Google Maps;google_maps_mafra.csv
ArchStudioEriceira;Architect;R. Filipe Duarte Portela 10, 2655-405 Ericeira, Portugal;+351 912 652 095;http://www.archstudioericeira.com/;mafra;Google Maps;google_maps_mafra.csv
Isabel Rodrigo Gonçalves, Arquitecta e Urbanista;Architect;;+351 965 461 170;http://www.ocupacaodaviapublica.pt/;mafra;Google Maps;google_maps_mafra.csv
Rs Guerreiro;Architect;R. Eça de Queirós 9, 2860-378 Moita, Portugal;+351 21 246 4136;http://www.rsguerreiro-arq.pt/;moita;Google Maps;google_maps_moita.csv
Araújo Arquitectura Lda;Architect;Largo Igreja 11, 2860-410 Moita, Portugal;+351 21 081 8146;https://www.araujo-arquitectura.pt/;moita;Google Maps;google_maps_moita.csv
F. Coentro - Arquitectura, Fiscalização E Direcção De Obras, Lda.;Architect;Travessa do Matadouro 16, 2860-498 Moita, Portugal;+351 966 006 607;;moita;Google Maps;google_maps_moita.csv
Caio Hedape ArqProj;Architect;R. Dr. Egas Moniz, 2860-459 Moita, Portugal;+351 963 071 120;;moita;Google Maps;google_maps_moita.csv
Urban Obras;Architect;Av. João Xxiii 363, 2870-159 Montijo, Portugal;+351 965 512 963;https://www.urbanobras.pt/orcamento/;montijo;Google Maps;google_maps_montijo.csv
RHARQUITECTOS;Architect;R. Diogo Dias 24, 2870-272 Montijo, Portugal;+351 21 231 1480;https://www.rharquitectos.com.pt/;montijo;Google Maps;google_maps_montijo.csv
Semgaffes-arquitectos Associados Lda;Architect;Av. João Xxiii 322, 2870-159 Montijo, Portugal;+351 21 232 8612;;montijo;Google Maps;google_maps_montijo.csv
STRUCTOR;Architecture firm;R. Serpa Pinto 100, 2870-363 Montijo, Portugal;+351 927 623 858;;montijo;Google Maps;google_maps_montijo.csv
Fidalgo Mineiro-arquitectos Lda;Architecture firm;Av. Infante Dom Henrique 883, 2870-457 Montijo, Portugal;+351 21 230 8120;https://www.fidalgomineiro.pt/;montijo;Google Maps;google_maps_montijo.csv
IcoSolutions;Architect;Av. Eng. Duarte Pacheco, 2870-085 Montijo, Portugal;+351 913 309 668;http://www.icosolutions.net/;montijo;Google Maps;google_maps_montijo.csv
ASFgA (Alexandre Silva Fernandes - Gabinete de Arquitectura);Architect;R. Cidade de Coimbra 105 3ºesq, 2870-131 Montijo, Portugal;;http://asfga.weebly.com/;montijo;Google Maps;google_maps_montijo.csv
Arquitectura - JNobre - Montijo;Architect;PC REPÚBLICA 63 - GALERIAS COMERCIAIS PISO2 - ESCRITÓRIO 2, 2870-235, Portugal;+351 938 302 647;;montijo;Google Maps;google_maps_montijo.csv
Bevelli Home - Interior & Design;Interior designer;R. Amadeu de Sousa Cardoso 93, 2870-198 Montijo, Portugal;+351 966 841 096;https://www.bevellihome.pt/;montijo;Google Maps;google_maps_montijo.csv
Lotus Interior Design;Interior designer;R. Serpa Pinto 167, 2870-363 Montijo, Portugal;+351 21 232 9226;http://www.lotusinteriordesign.pt/;montijo;Google Maps;google_maps_montijo.csv
LNRD Arquitetura e Design;Interior designer;;+351 912 619 060;https://www.instagram.com/lnrd.arquiteturaedesign/;montijo;Google Maps;google_maps_montijo.csv
Núcleo De Projetos;Interior designer;Av. Dom Afonso v, 1250-004 Montijo, Portugal;+351 914 966 082;;montijo;Google Maps;google_maps_montijo.csv
Ana Andrade - Design de Interiores;Interior designer;R. Joaquim de Almeida 7, 2870-339 Montijo, Portugal;+351 21 800 7646;http://www.aandrade-idesign.com/;montijo;Google Maps;google_maps_montijo.csv
76 Arquitectos;Architect;Praça 5 de Outubro, 2870-234 Montijo, Portugal;+351 919 847 640;;montijo;Google Maps;google_maps_montijo.csv
Laura Nicolau, Designer de Interiores;Interior designer;R. Serpa Pinto 167, 2870-326 Montijo, Portugal;+351 21 232 9226;;montijo;Google Maps;google_maps_montijo.csv
Perspectiva - Arquitectos;Architect;Av. Corregedor Rodrigo Dias 328, 2870-153 Montijo, Portugal;+351 21 096 2329;;montijo;Google Maps;google_maps_montijo.csv
09jf, Arquitectura, Engenharia, Especialidades E Instalações Especiais ,Unipessoal Limitada;Architect;R. José de Almada Negreiros 378, 2870-441 Montijo, Portugal;+351 21 231 8914;;montijo;Google Maps;google_maps_montijo.csv
Marina Carvalho Arquitectura;Architect;Tv. Fábrica 15, 2870-371 Montijo, Portugal;;;montijo;Google Maps;google_maps_montijo.csv
GS ARQUITECTOS;Architecture firm;Av. Infante Dom Henrique 875, 2870-157 Montijo, Portugal;+351 938 927 266;https://gs-arquitectos.com/;montijo;Google Maps;google_maps_montijo.csv
GS Arquitectos LDA.;Architecture firm;Av. Infante Dom Henrique 875, 2870-157 Montijo, Portugal;+351 938 927 266;http://www.gs-arquitectos.com/;montijo;Google Maps;google_maps_montijo.csv
D3;Architecture firm;Tv. Fábrica, 2870-362 Montijo, Portugal;+351 967 062 673;;montijo;Google Maps;google_maps_montijo.csv
Oficina Ideias Em Linha-arquitectura E Design Lda;Architect;R. Miguel Bombarda 21, 2870-340 Montijo, Portugal;+351 21 234 1843;;montijo;Google Maps;google_maps_montijo.csv
AzeroArquitectos;Architect;R. Pocinho das Nascentes n.º 4 1º esq, 2870-307 Montijo, Portugal;+351 915 705 672;http://www.azeroarquitectos.com/;montijo;Google Maps;google_maps_montijo.csv
Cubo Completo Lda;Architect;Av. 5 de Outubro 296, 2870-516 Montijo, Portugal;+351 21 093 5219;;montijo;Google Maps;google_maps_montijo.csv
Scae - Serviços Consultoria Arquitectura E Engenharia, Lda.;Architect;R. Cidade de Faro 39, 2870-138 Montijo, Portugal;+351 21 232 0292;;montijo;Google Maps;google_maps_montijo.csv
Castiobra - Rpresentações & Construções;Architect;Av. João de Deus 19, 2870-158 Montijo, Portugal;+351 21 231 0197;http://www.castiobra.pt/;montijo;Google Maps;google_maps_montijo.csv
Nuno Madeira - Arquitectos;Architect;R. Cidade de Coimbra n.º 109 2E, 2870-131 Montijo, Portugal;;;montijo;Google Maps;google_maps_montijo.csv
Smart City Interiors;Interior designer;R. da Sociedade, 2870-487 Montijo, Portugal;+351 965 807 410;;montijo;Google Maps;google_maps_montijo.csv
Gomes / F Arquitectos, Lda.;Architect;Av. Pedro Nunes 895, Montijo, Portugal;+351 21 896 2034;;montijo;Google Maps;google_maps_montijo.csv
Ó da Joana;Architect;;+351 914 282 661;https://www.odajoana.pt/;montijo;Google Maps;google_maps_montijo.csv
;;;;;odivelas;Google Maps;google_maps_odivelas.csv
Traço Criativo;Architect;Jardim da Amoreira, Rua Carlos Ramos 4, loja A e B, urbanização, 2620-529 Odivelas, Portugal;+351 21 933 7177;http://tracocriativo.pt/;odivelas;Google Maps;google_maps_odivelas.csv
ATM - Architecture & Design;Architect;Av. Miguel Torga 20 Loja 2, 2675-664 Odivelas, Portugal;+351 965 518 384;http://www.atelieratm.com/;odivelas;Google Maps;google_maps_odivelas.csv
grupo GUTEFORM | Arquitetura & Design |;Architect;R. da Paiã 23 B, 2675-935 Odivelas, Portugal;+351 21 588 1761;http://www.guteform.pt/;odivelas;Google Maps;google_maps_odivelas.csv
Arabisk ARCHITECTURE;Architectural designer;R. Paiva Couceiro 11 4º Esq, 2675-423 Odivelas, Portugal;+351 910 276 326;;odivelas;Google Maps;google_maps_odivelas.csv
Oway Arquitetura;Architect;R. Guilherme Marconi 13 Loja 13, 2620-448 Ramada, Portugal;+351 21 933 8943;;odivelas;Google Maps;google_maps_odivelas.csv
Third Skin - Architecture Agency;Architect;;;https://thirdskinarchitecture.com/feasibilitycall;odivelas;Google Maps;google_maps_odivelas.csv
SKL - Arquitectura E Engenharia, Lda;Architect;Cv . Frt, Praceta Maria Lamas nº 1, 2675-572 Odivelas, Portugal;+351 21 934 4179;;odivelas;Google Maps;google_maps_odivelas.csv
Atelier Conceito Urbano;Architect;Praceta Francine Benoit, nº 3, c/v frt, Arroja, 2675-551 Odivelas, Portugal;;http://www.conceito-urbano.com/;odivelas;Google Maps;google_maps_odivelas.csv
Vintage Obras;Construction company;R. Dr. Sidónio Pais 19, 2675-504 Odivelas, Portugal;+351 968 673 613;https://vintageobras.pt/;odivelas;Google Maps;google_maps_odivelas.csv
Lugaresimétricos - Arquitectura E Engenharia, Lda.;Architect;Av. 25 de Abril Nº4 Loja Direita, 2620-185 Ramada, Portugal;+351 21 981 0315;https://lugaresimetricos.pt/;odivelas;Google Maps;google_maps_odivelas.csv
Metamorphoses Home Design;Interior designer;R. Laura Aires 11A, 2675-564 Odivelas, Portugal;+351 21 934 2870;http://www.metamorphoseshomedesign.pt/;odivelas;Google Maps;google_maps_odivelas.csv
Studio Verde;Architect;Praceta Mário de Sá Carneiro 1 2C, 2675-235 Odivelas, Portugal;+351 917 177 993;https://svarquitetos.wixsite.com/studioverde;odivelas;Google Maps;google_maps_odivelas.csv
RS Arquitetura;Interior architect office;Rua Fernando Namora, Urbanização Colinas do Cruzeiro N.º 24 loja 3, 2675-487 Odivelas, Portugal;+351 21 407 0717;https://geral.rsarquitetura.pt/?utm_source=Meta&utm_id=GDRS;odivelas;Google Maps;google_maps_odivelas.csv
Bransolutions-Prestação de Serviços Lda;Architecture firm;;+351 968 129 941;;odivelas;Google Maps;google_maps_odivelas.csv
Pedacos E Compassos Lda;Architect;;+351 963 401 003;;odivelas;Google Maps;google_maps_odivelas.csv
Futurpólis Sociedade de Engenharia e Arquitectura;Architect;Av. de França 7, Odivelas, Portugal;+351 21 980 0539;;odivelas;Google Maps;google_maps_odivelas.csv
Storia - Architecture and Interior Design;Interior designer;;;http://www.storia-id.com/;odivelas;Google Maps;google_maps_odivelas.csv
DSA Architects International (Lisbon, Portugal);Architect;Alameda António Sérgio 7 2 D, 2795-023 Linda-a-Velha, Portugal;+351 21 419 3277;http://www.dsa-arch.com/;odivelas;Google Maps;google_maps_odivelas.csv
TECNOMEDICA LDA;Architecture firm;;+351 934 569 590;https://www.tecnomedica.pt/;odivelas;Google Maps;google_maps_odivelas.csv
LCAS Architecture;Architect;R. António da Silva 31 R/C Esq, 2750-101 Cascais, Portugal;+351 21 052 0881;https://www.lcas.pt/;odivelas;Google Maps;google_maps_odivelas.csv
Martina Arch | Lisboa;Architect;Praça, Lgo Adelino Amaro da Costa 8 2ºD, 1100-006 Lisboa, Portugal;+351 924 234 507;https://www.martinaarch.com/;odivelas;Google Maps;google_maps_odivelas.csv
Cria - Arq. Joana Ribeiro Santos;Architect;;+351 915 116 070;https://www.cria-studio.pt/;odivelas;Google Maps;google_maps_odivelas.csv
DeltaUrbano, Atelier;Architect;;+351 961 847 777;;odivelas;Google Maps;google_maps_odivelas.csv
SPACEGRAM;Architecture firm;R. Carlos Mardel 5 2º Andar, 1900-117 Lisboa, Portugal;+351 21 017 8013;http://www.spacegram.com/;odivelas;Google Maps;google_maps_odivelas.csv
House Details Magazine;Architect;Av. Conde Valbom 122, 1050-070 Lisboa, Portugal;+351 917 560 951;http://www.housedetailsmagazine.com/;odivelas;Google Maps;google_maps_odivelas.csv
Sérgio Miguel Godinho, Arquitecto;Architect;R. Rómulo de Carvalho 28 Lado B, 2660-702 Loures, Portugal;+351 21 581 3816;https://www.instagram.com/sergiomiguelgodinho_arq/;odivelas;Google Maps;google_maps_odivelas.csv
Susete da Silva + Ana Ferreira, Arquitectos e Assoc. Lda;Architect;R. Dr. Manuel de Arriaga n.º28-A, 2670-451 Loures, Portugal;+351 21 605 5196;;odivelas;Google Maps;google_maps_odivelas.csv
LS Atelier;Architect;;+351 913 088 710;https://www.lsatelier.pt/;odivelas;Google Maps;google_maps_odivelas.csv
A. Santos Reparações - Eletricista e Remodelações;Painter;Av. Prof. Dr. Augusto Abreu Lopes 1 4º Esq, 2675-299 Odivelas, Portugal;+351 962 231 903;https://www.welinkbuilders.pt/eletricista/remodelacao/reabilitacao/2675-299-odivelas-portugal/a-santos-reparacoes-eletricista-e-remodelacoes-224;odivelas;Google Maps;google_maps_odivelas.csv
Liv-in;Interior designer;R. Castilho 39 8 F, 1250-068 Lisboa, Portugal;+351 912 222 011;https://www.liv-in.com/;odivelas;Google Maps;google_maps_odivelas.csv
ACVB;Architect;Lisbon, Portugal;;;odivelas;Google Maps;google_maps_odivelas.csv
Atelier Geometria - Arquitectura e Urbanismo Lda;Architect;Av. Descobertas 15 3ºA, 2670-383 Loures, Portugal;+351 21 983 8072;http://www.ateliergeometria.com/;odivelas;Google Maps;google_maps_odivelas.csv
MENDONÇA CARRÃO - ATELIER;Architect;R. Padre Américo, 1600-548 Lisboa, Portugal;+351 919 497 848;http://www.mc-a.pt/;odivelas;Google Maps;google_maps_odivelas.csv
Carlos Sousa Valles -- Arquitectos;Architect;R. Tito de Morais 1, 1750-455 Lisboa, Portugal;+351 21 845 1422;https://www.facebook.com/CarlosSousaVallesArquitectos;odivelas;Google Maps;google_maps_odivelas.csv
Habita Mais;Construction company;Rua Dr.º, R. Dr. José Baptista de Sousa 47 d, 1500-244 Lisboa, Portugal;+351 21 726 0910;https://www.habitamais.pt/contactos;odivelas;Google Maps;google_maps_odivelas.csv
Salvador & Lobo - Arquitectura | Design Interiores;Architect;R. Dom António Ribeiro nº3 Loja 4B, 1495-049 Algés, Portugal;+351 963 690 150;http://www.salvadorelobo.com/;odivelas;Google Maps;google_maps_odivelas.csv
Aires Mateus;Architect;R. Cecílio de Sousa 52, 1200-102 Lisboa, Portugal;+351 21 381 5650;http://www.airesmateus.com/;odivelas;Google Maps;google_maps_odivelas.csv
Rebelo de Andrade;Architecture firm;R. Maria Brown 2, 1500-433 Lisboa, Portugal;+351 21 936 3430;http://www.rebelodeandrade.com/;odivelas;Google Maps;google_maps_odivelas.csv
Gabinete de Arquitetura Lisboa - spacelovers;Architect;Calçada da Tapada 67 2E, 1300-546 Lisboa, Portugal;+351 969 010 330;https://spacelovers.pt/;odivelas;Google Maps;google_maps_odivelas.csv
Lisbon Architecture Triennale;Non-profit organization;Office:, Campo de Santa Clara 142, 1100-474 Lisboa, Portugal;+351 21 803 8540;http://trienaldelisboa.com/;odivelas;Google Maps;google_maps_odivelas.csv
KonceptNess;Architect;R. Poe. Bocage 11C, 1600-581 Lisboa, Portugal;+351 21 014 6026;http://www.konceptness.com/;odivelas;Google Maps;google_maps_odivelas.csv
Querido POIS;Architect;Av. Duarte Pacheco 8k, 2780-316 Oeiras, Portugal;+351 934 069 802;;oeiras;Google Maps;google_maps_oeiras.csv
João Navas Arquitectos;Architect;R. Dr. António Patrício Gouveia 12D, 2780-295 Oeiras, Portugal;+351 936 262 765;http://www.joaonavasarquitectos.com/;oeiras;Google Maps;google_maps_oeiras.csv
PLURIESCALA - ARQUITECTURA, PLANEAMENTO E DESIGN LDA.;Architect;R. Caminho da Quinta 3 1ºESQ, 2780-095 Oeiras, Portugal;+351 966 203 159;https://www.linkedin.com/in/jcgbranco/;oeiras;Google Maps;google_maps_oeiras.csv
CSarq;Architect;Av. Miguel Bombarda 3, 2780-343 Oeiras, Portugal;+351 21 441 5076;http://www.csarq.pt/;oeiras;Google Maps;google_maps_oeiras.csv
Architect Master Wave;Construction company;R. Prof. Manuel Pires Neves 4, 2780-342 Oeiras, Portugal;+351 934 007 014;http://www.architectmasterwave.com/;oeiras;Google Maps;google_maps_oeiras.csv
Catarina Batista Studio;Architect;Largo Avião Lusitânia 17, 2780-203 Oeiras, Portugal;+351 21 130 8794;http://www.catarinabatista.com/;oeiras;Google Maps;google_maps_oeiras.csv
Régua de Escala - Arquitetura, Urbanismo e Engenharia, Lda.;Architect;R. do Recife 10, 2780-033 Oeiras, Portugal;+351 963 461 414;http://www.reguadeescala.pt/;oeiras;Google Maps;google_maps_oeiras.csv
Atelier 3.17 arquitectos, Lda;Architecture firm;Av. Duarte Pacheco 37 r/c dto, 2780-316 Oeiras, Portugal;+351 21 441 7211;https://atelier317-arquitectos.pt/index.html#/;oeiras;Google Maps;google_maps_oeiras.csv
AI Arquiteturas Ilimitadas;Architect;Largo Fornos 1, 2770-067 Paço de Arcos, Portugal;+351 21 446 2827;http://www.arquitecturas-ilimitadas.pt/;oeiras;Google Maps;google_maps_oeiras.csv
Arqsize #arquitetura #construção;Architect;Alameda Alto da Barra n30, 2780-179 Oeiras, Portugal;+351 918 768 389;http://www.arqsize.pt/;oeiras;Google Maps;google_maps_oeiras.csv
Orex & Orex - Representações, Lda.;Architect;R. Bartolomeu de Gusmão 6, 2780-091 Oeiras, Portugal;;;oeiras;Google Maps;google_maps_oeiras.csv
GOM Arquitectura;Architect;2780-360 Oeiras, Portugal;;;oeiras;Google Maps;google_maps_oeiras.csv
Oeiras Interiores;Interior designer;Dr. Marques da Mata Edifício Villa Louise, nº 7, 2775-608 Carcavelos, Portugal;+351 21 406 5356;;oeiras;Google Maps;google_maps_oeiras.csv
SomaFuture;Construction company;Av. Dom João I 16 2º Esq, 2780-065 Oeiras, Portugal;+351 21 137 2830;https://somafuture.pt/;oeiras;Google Maps;google_maps_oeiras.csv
38N9W arquitectura urbanismo design;Architect;R. Dona Filipa de Lencastre 12 1º Dto, 2780-054 Oeiras, Portugal;+351 969 073 064;;oeiras;Google Maps;google_maps_oeiras.csv
Host Designers Design de Interiores Residencial e Comercial;Interior designer;Av. Carlos Silva 9C, 2780-354 Oeiras, Portugal;+351 21 418 0828;https://www.hostdesigners.com/;oeiras;Google Maps;google_maps_oeiras.csv
Architect your Home;Architecture firm;R. Armando Cortez 1, 2770-233 Paço de Arcos, Portugal;+351 912 408 380;https://www.architectyourhome.pt/;oeiras;Google Maps;google_maps_oeiras.csv
Gonçalo Próspero - Arquitectos;Architect;R. Infanta Dona Isabel 22 B, 1º, 2780-064 Oeiras, Portugal;+351 962 398 642;;oeiras;Google Maps;google_maps_oeiras.csv
4 Pontos - Arquitectura | Reabilitação | Design;Architect;2780-203 Oeiras, Portugal;;http://www.4pontos.pt/;oeiras;Google Maps;google_maps_oeiras.csv
VINCO Arquitectura & Design;Architecture firm;R. Carlos Vieira Ramos 51, 2780-216 Oeiras, Portugal;;https://www.estudiovinco.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3125932946680066350;oeiras;Google Maps;google_maps_oeiras.csv
MOA.a arquitectos;Architecture firm;R. José Falcão 47, 2780-334 Oeiras, Portugal;+351 936 213 125;;oeiras;Google Maps;google_maps_oeiras.csv
m2r2 architecture;Architect;Av. da República 120 A, 2750-158 Oeiras, Portugal;+351 963 974 783;https://www.facebook.com/m2r2architecture/;oeiras;Google Maps;google_maps_oeiras.csv
Neumark design & architecture;Design agency;R. António Passaporte 14, 2780-033 Oeiras, Portugal;+351 938 182 830;http://www.neumarkarchitects.com/;oeiras;Google Maps;google_maps_oeiras.csv
Urban Obras;Architecture firm;Av. Combatentes da Grande Guerra 95 B, 1495-040 Algés, Portugal;+351 21 822 5145;https://www.urbanobras.pt/orcamento/;oeiras;Google Maps;google_maps_oeiras.csv
In Studio Arquitectos;Architect;Av. Patrão Joaquim Lopes 21A, 2770-134 Paço de Arcos, Portugal;+351 927 160 774;https://www.instudioarquitectos.com/;oeiras;Google Maps;google_maps_oeiras.csv
COHERENT SUNDAY, LDA;Engineer;;+351 961 648 828;;oeiras;Google Maps;google_maps_oeiras.csv
Maia Moura Arquitetura Lda;Architect;Estr. Medrosa 10B, 2780-070 Oeiras, Portugal;+351 919 996 712;https://www.maiaemouraarquitectura.com/;oeiras;Google Maps;google_maps_oeiras.csv
Nuno Leónidas - Arquitectos Associados Lda.;Architect;R. Calvet de Magalhães 244, 2770-022 Paço de Arcos, Portugal;+351 21 454 4430;http://www.nla.pt/;oeiras;Google Maps;google_maps_oeiras.csv
Homecare - Soluções Integradas;Civil engineering company;R. Mal. Teixeira Rebelo nº 2 1ºE, 2780-271 Oeiras, Portugal;+351 21 443 8417;;oeiras;Google Maps;google_maps_oeiras.csv
Urban Obras Oeiras NZ | Obras e Remodelações;Remodeler;Praceta António Boto 10B, 2790-022 Carnaxide, Portugal;+351 935 904 863;https://www.urbanobras.pt/;oeiras;Google Maps;google_maps_oeiras.csv
Csarq;Architect;;+351 21 441 5076;http://www.csarq.pt/;oeiras;Google Maps;google_maps_oeiras.csv
JPS Atelier;Architect;;+351 963 039 610;http://www.jpsatelier.com/;oeiras;Google Maps;google_maps_oeiras.csv
SMARTER Studio | BIM Architects;Architecture firm;R. Armando Cortez 7C, 2770-233 Paço de Arcos, Portugal;+351 937 423 245;https://www.smarterstudio.pt/;oeiras;Google Maps;google_maps_oeiras.csv
Space Designer;Interior designer;Rua Estrada de Paço de Arcos, 9 Edifício Espaço, 2B, 2740-244 Paço de Arcos, Portugal;+351 21 802 9689;https://www.spacedesigner.pt/;oeiras;Google Maps;google_maps_oeiras.csv
Luís Gonçalves, Arquitetura;Architect;R. Adriano José da Silva 10B, 2770-004 Paço de Arcos, Portugal;+351 962 513 656;https://www.linkedin.com/in/luisgoncalves-arq;oeiras;Google Maps;google_maps_oeiras.csv
QuartoSala - Home Culture / Oeiras;Furniture store;Praceta José Epifânio de Abreu 4, 2770-094 Paço de Arcos, Portugal;+351 21 441 1110;http://www.quartosala.com/;oeiras;Google Maps;google_maps_oeiras.csv
Traçado Regulador-arquitectura Design e Construção Lda;Architect;R. Manuel Inácio 4B 4C, 2770-223 Paço de Arcos, Portugal;+351 21 466 8044;http://www.tracado.pt/;oeiras;Google Maps;google_maps_oeiras.csv
Prado Arquitectura;Architect;;+351 929 169 153;;oeiras;Google Maps;google_maps_oeiras.csv
Marginal Profile Arquitectos;Architect;R. Vista Alegre 4C, 2770-185 Paço de Arcos, Portugal;+351 21 096 4549;;oeiras;Google Maps;google_maps_oeiras.csv
